Village,Copper - Sufficient,Copper - Deficient,Boron - Sufficient,Boron - Deficient,S - Sufficient,S - Deficient,Fe - Sufficient,Fe - Deficient,Zn - Sufficient,Zn - Deficient,Mn - Sufficient,Mn - Deficient
Vijayakarisalkulam,6,0,5,1,6,0,0,6,1,5,0,6
Panaiyadippatti,8,0,6,2,8,0,0,8,3,5,1,7
Kundayiruppu,8,7,11,4,14,1,0,15,9,6,1,14
Vembakottai,23,0,6,17,23,0,0,23,17,6,1,22
Vijayarengapuram,5,0,5,0,5,0,0,5,0,5,0,5
Reddiyapatti,27,14,17,24,39,2,0,41,16,25,0,40
Sanankulam,91,1,32,58,81,9,0,92,20,72,62,30
Alangulam,21,1,5,17,22,0,0,22,14,8,5,17
Paranayakkanpatti,5,0,0,5,5,0,0,5,1,4,0,5
Paralachi,42,14,34,22,0,56,0,56,0,56,55,1
Vadakkunatham,21,3,13,11,0,24,0,24,1,23,24,0
Therkunatham,120,0,110,10,24,96,3,117,104,16,120,0
Thummuchinnampatti,107,11,78,40,0,118,0,113,12,106,118,0
Kutchampatti,27,0,18,9,0,27,2,25,1,26,27,0
Kulasekaranallur,74,3,49,28,0,77,0,77,2,75,77,0
Tiruchuli,95,9,80,24,1,103,6,98,2,102,104,0
Nathakkulam,2,0,0,2,0,2,0,2,0,2,2,0
Kallakkari,3,2,5,0,0,5,0,5,0,5,5,0
Purasaloor,5,1,2,4,0,6,0,6,0,6,6,0
Sengulam,4,0,4,0,0,4,0,4,0,4,4,0
Keelkudi,2,3,5,0,0,5,0,5,0,5,5,0
Poolangal,76,0,60,16,40,36,4,72,68,8,76,0
Vedanatham,89,11,81,19,0,100,0,100,1,99,98,2
Melakandamangalam,25,4,14,15,0,29,4,25,4,25,28,1
Udayarendal,18,2,18,2,0,20,4,16,5,15,20,0
Kadambankulam,39,2,41,0,1,40,0,41,4,37,40,1
Notchikkulam,31,1,31,1,0,32,3,29,2,30,31,1
Thammanaickenpatti,1,3,4,0,0,4,0,4,0,4,4,0
Kallumadam,24,6,25,5,12,18,0,30,0,30,15,15
Parattanatham,3,0,3,0,0,3,0,3,0,3,3,0
Aladipatti,6,1,3,4,0,7,0,7,0,7,7,0
Sennilakkudi,91,11,95,7,5,97,10,92,23,79,102,0
Soochaneri,5,1,1,5,1,5,0,6,0,6,6,0
Vidathakulam,6,4,8,2,0,10,0,10,0,10,10,0
Mithilaikulam,3,1,4,0,0,4,0,4,1,3,4,0
Sirumudalaikulam,1,3,4,0,0,4,0,4,1,3,3,1
Velayuthapuram,6,0,2,4,0,6,0,6,1,5,6,0
Melendal,6,2,4,4,0,8,0,8,0,8,8,0
Puliyangulam,7,4,10,1,0,11,0,11,4,7,11,0
Iluppaikkulam,7,0,7,0,0,7,0,7,2,5,6,1
Melaiyur,4,1,0,5,0,5,0,5,0,5,5,0
Chettikulam,4,0,1,3,1,3,0,4,0,4,4,0
Kanakai,4,1,1,4,0,5,0,5,0,5,5,0
Thirumalaipuram,48,2,40,10,19,31,46,4,0,23,50,0
Thoppalakarai,61,3,47,17,5,59,15,46,54,10,64,0
Suthamadam,65,0,63,2,1,64,46,19,5,32,64,1
Pullanaickenpatti,63,37,64,36,37,63,0,100,1,99,100,0
Rajagopalapuram,59,5,64,0,12,52,3,61,2,62,22,42
Rajagopalapuram,98,7,100,5,24,81,11,94,4,101,33,72
Konganakurichi,6,0,6,0,3,3,3,3,0,6,1,5
Kalyanasundarapuram,16,3,18,1,3,16,0,19,0,19,19,0
Maravarperungudi,10,19,24,5,12,17,0,29,4,24,29,0
Mandapasalai,20,1,21,0,16,5,3,18,5,16,21,0
Vadapalai,3,0,3,0,1,2,0,3,3,0,3,0
Paraikulam,3,0,3,0,0,3,0,3,2,1,3,0
Pillaiyarthottaiyankulam,4,0,4,0,1,3,0,4,4,0,4,0
Meludaikulam,4,0,4,0,0,4,2,2,4,0,4,0
Pulikurichi,4,0,4,0,0,4,0,4,4,0,4,0
Manavarayanendal,1,0,1,0,0,1,0,1,1,0,1,0
Tippampatti,3,0,3,0,0,3,0,3,3,0,3,0
Pannaimoonadradaippu,4,0,4,0,0,4,0,4,2,2,4,0
Muthuramalingapuram,5,0,5,0,0,5,5,0,5,0,5,0
Sundakottai,3,0,3,0,0,3,3,0,3,0,3,0
Narthampatti,2,0,2,0,0,2,2,0,2,0,2,0
Kalayarkarisalkulam,8,0,8,0,0,8,8,0,8,0,8,0
Bommakottai,3,0,3,0,0,3,3,0,3,0,3,0
Kullampatti,4,0,4,0,0,4,4,0,4,0,4,0
Savaspuram,4,0,4,0,0,4,4,0,4,0,4,0
Kallorani,2,0,2,0,0,2,2,0,2,0,2,0
Salukkuvarpatti,40,3,35,8,3,40,0,43,0,43,25,18
Erasinnampatti,21,0,18,3,0,21,0,21,0,21,21,0
Keelrajakularaman,189,16,156,49,205,0,52,153,11,194,202,3
Puvani,99,2,22,79,74,27,9,92,12,89,100,1
Reghunathapuram,102,0,10,92,47,55,9,93,68,34,82,20
Pillaiyarnatham,98,2,33,67,89,11,11,89,36,64,72,28
Mamsapuram,12,2,6,8,13,1,6,8,12,2,12,2
Singammalpuram,21,0,6,15,21,0,1,20,21,0,20,1
Valaikulam RF,21,5,2,24,25,1,1,25,8,18,3,23
Arasiyarpatti,7,0,0,7,7,0,0,7,0,7,7,0
Kothankulam,15,1,3,13,16,0,0,16,3,13,12,4
Srivilliputtur,10,0,10,0,10,0,0,10,0,10,0,10
Viluppanur,62,0,21,41,59,3,10,52,30,32,31,31
Achchandavilthan,12,0,10,2,12,0,2,10,2,10,2,10
Mullikulam,5,0,1,4,4,1,0,5,0,5,5,0
Nallingaperi,3,0,0,3,3,0,2,1,3,0,2,1
Pattakkulam Sallipatti,1,10,6,5,11,0,0,11,1,10,2,9
Tadagannai Managaseri,5,0,0,5,5,0,0,5,0,5,5,0
Deyvendri,93,0,1,92,63,30,0,93,5,88,91,2
Pillaiyarkulam (part),22,0,12,10,22,0,0,22,21,1,0,22
Muthuvenkatarayapuram,2,0,2,0,2,0,0,2,2,0,2,0
Sivandipatti,10,0,5,5,10,0,4,6,6,4,10,0
Ponnangani,5,0,0,5,4,1,0,5,0,5,5,0
Padikkasu vaithanpatti (CT),7,0,0,7,6,1,6,1,7,0,6,1
Nachchiyarkovil,2,0,0,2,2,0,2,0,2,0,2,0
Malli,11,0,0,11,11,0,0,11,2,9,11,0
Athikulam Sengulam,2,0,0,2,2,0,0,2,2,0,0,2
Venkateswarapuram,2,0,0,2,2,0,0,2,2,0,0,2
Vadakkusrivilliputhur,2,0,0,2,2,0,0,2,2,0,0,2
Valaikkulam R.F.,0,2,1,1,2,0,0,2,0,2,0,2
Injar,108,0,3,105,8,100,5,103,12,96,108,0
Anaiyur (CT),158,0,2,156,94,64,0,158,35,123,158,0
Mangalam,112,0,6,109,35,80,0,115,23,92,115,0
Kiltiruthangal (Part),179,0,10,169,110,69,2,177,113,66,177,2
Thiruthangal (Part),47,0,5,42,37,10,0,47,12,35,47,0
Anaiyur (Part),47,0,0,47,42,5,0,47,11,36,47,0
Anuppankulam (CT),15,0,5,9,14,1,15,0,8,7,15,0
Anaikkuttam,6,0,2,4,6,0,5,1,5,1,6,0
A.Meenachipuram,1,0,0,1,1,0,0,1,1,0,1,0
Pudukkottai,114,0,80,34,107,7,5,109,44,70,114,0
Tachchakkudi,10,0,1,9,10,0,4,6,1,9,10,0
Vendurayapuram,10,0,8,2,10,0,10,0,0,10,10,0
Krishnaperi,13,0,5,8,13,0,0,13,11,2,13,0
Nedungulam,14,0,3,11,14,0,6,8,8,6,14,0
Namaskarittanpatti,11,0,3,8,11,0,6,5,9,2,11,0
Vadapatti,21,3,19,5,22,2,2,22,10,14,11,13
Erichchanatham,86,31,70,47,115,2,1,116,62,55,60,57
Sevalur,10,0,0,10,10,0,0,10,6,4,10,0
Kalayarkurichchi,10,0,0,10,9,0,0,10,2,8,10,0
Kavundampatti,14,0,6,8,14,0,0,14,13,1,14,0
Vadi (CT),7,0,2,5,7,0,4,3,7,0,6,1
Chokkalingapuram (Part),4,0,1,3,4,0,0,4,0,4,4,0
Melamattur,7,0,4,3,7,0,1,6,4,3,7,0
Kariseri,101,0,84,17,101,0,0,101,100,1,100,1
Vellur,17,0,11,6,17,0,10,7,6,10,17,0
Maraneri,197,3,33,167,88,112,0,200,0,200,1,199
Naranapuram (CT),1,0,1,0,1,0,0,1,1,0,1,0
Perayyampatti,98,10,13,95,103,5,5,103,38,70,102,6
Chinnakamanpatti,68,41,6,104,109,1,39,71,33,77,109,1
Karisalpatti,100,15,9,106,89,26,15,100,11,104,102,13
Mulliseval Muthusamipuram,79,23,0,103,98,5,8,95,22,81,101,2
Periagollapatti,81,21,1,101,100,3,25,78,55,48,101,2
Mudittalai Nagalapuram,93,25,2,116,75,43,2,116,6,112,104,14
Omattampatti,3,0,1,3,4,0,4,0,2,2,4,0
Nallamuthanpatti,4,5,4,5,7,2,0,9,4,5,5,4
Nalli,6,1,5,2,6,1,2,5,4,3,6,1
Uppattur,2,2,1,3,4,0,0,4,2,2,4,0
Mettamalai (CT),102,3,0,105,68,36,0,105,3,102,102,3
Sinduvampatti,50,3,36,17,37,16,1,52,15,38,46,7
N.Mettupatti (Nenmani),98,0,77,23,31,69,0,100,8,92,100,0
Sinduvampatti,99,6,23,82,77,28,2,103,24,81,92,13
N.Mettupatti (Nenmani),105,23,42,88,44,86,0,130,15,115,107,23
Banduvarpatti,5,0,5,0,5,0,0,5,0,5,5,0
Ayyampatti,3,0,3,0,3,0,0,3,0,3,3,0
Chatrapatti (CT),3,1,0,4,3,1,0,4,3,1,3,1
Chinnagollapatti,2,4,0,6,2,4,0,6,2,4,2,4
Ammapatti,8,8,8,8,13,3,5,11,0,16,8,8
Athipatti,4,2,4,2,6,0,4,2,0,6,4,2
Surankudi,4,0,3,1,3,1,0,4,4,0,4,0
Mullisevel (a)Chokkalingapuram,4,0,1,3,4,0,0,4,1,3,4,0
Ravuthampatti,6,6,3,9,7,5,6,6,4,8,6,6
Chinnathambiyapuram,4,0,0,3,3,0,0,3,3,0,4,0
D.Chinnodaipatti,3,1,1,3,3,1,2,2,3,1,3,1
Ovanayakkanpatti,4,0,0,4,4,0,4,0,4,0,4,0
Subramaniyapuram,5,0,3,2,5,0,0,5,5,0,5,0
Peddureddipatti,4,12,0,16,7,9,4,12,4,12,4,12
Kottaipachcheri,5,0,4,1,5,0,5,0,0,5,5,0
Othaiyal,5,7,3,9,8,4,5,7,5,7,5,7
Pottireddiyapatti,3,11,1,13,3,11,0,14,3,11,3,11
Othaiyal Mettupatti,6,6,3,9,7,5,6,6,5,7,6,6
Nenmeni,5,6,4,7,6,5,1,10,4,7,5,6
Vadamalaipuram,6,1,3,4,7,0,0,7,6,1,6,1
Kattalampatti,5,5,4,6,6,4,5,5,5,5,5,5
Pappakudi,4,2,0,6,6,0,4,2,3,3,4,2
Kosukkundu,4,1,2,3,4,1,4,1,1,4,4,1
Kanjampatti,2,1,1,2,2,1,2,1,2,1,2,1
Padandal (CT),4,1,1,4,4,1,2,3,3,2,4,1
Melamadai,5,2,1,6,5,2,1,6,0,7,5,2
Sattur,5,2,3,4,5,2,5,2,1,6,5,2
Kundalakkuttu,6,0,6,0,6,0,2,4,0,6,6,0
Sirukulam,8,0,6,2,8,0,0,8,7,1,8,0
Sindapalli,6,3,3,6,8,1,5,4,2,7,6,3
Sankaranatham,4,3,1,6,4,3,4,3,4,3,4,3
Padandal (Part),0,2,1,1,1,1,0,2,0,2,0,2
Muthusamipuram,99,1,2,98,100,0,0,100,44,56,100,0
Sundararajapuram,102,0,31,71,102,0,26,76,54,48,100,2
Nathampatti,105,0,86,19,102,3,9,96,90,15,101,4
Gopalapuram,96,4,9,91,100,0,4,96,27,73,100,0
Ilandiraikondan,102,0,81,21,90,12,0,102,12,90,98,4
Vadakku Venganallur,9,0,4,5,9,0,6,3,5,4,7,2
Sholapuram,12,0,12,0,12,0,0,12,10,2,8,4
Kadambankulam,9,0,6,3,9,0,3,6,4,5,3,6
Melarajakularaman (Part),10,0,5,5,9,1,0,10,7,3,9,1
Solaicheri,7,0,3,4,7,0,7,0,3,4,7,0
Pudupalaiyam,5,0,2,3,4,1,4,1,5,0,5,0
Terkuvenganallur,7,0,2,5,6,1,7,0,6,1,7,0
Ramalingapuram (CT),10,0,5,3,8,0,10,0,4,6,9,1
Samusigapuram (CT),11,0,6,5,11,0,10,1,2,9,10,1
Vadagarai,16,0,11,5,16,0,7,9,11,5,15,1
Varagunaramapuram,4,0,3,0,3,0,0,4,4,0,4,0
Kuruchiyarpatti,5,0,5,0,5,0,0,5,5,0,5,0
Chokkanathaputtur,10,0,10,0,10,0,0,10,6,4,9,1
Settur RF,13,0,13,0,13,0,0,13,0,13,5,8
Melur Thuraisamiyapuram,7,0,7,0,7,0,0,7,5,2,1,6
Vadakkudevadanam,6,0,6,0,6,0,0,6,0,6,3,3
Chettiarpatti,8,0,8,0,8,0,0,8,0,8,0,8
Nallamangalam,9,1,7,3,9,1,0,10,2,8,2,8
Puthur,15,0,12,3,15,0,0,15,6,9,7,8
Ayan Kollankondan,26,0,26,0,26,0,0,26,7,19,3,23
Kovilur,8,0,8,0,8,0,0,8,1,7,0,8
Terku Devadanam,9,0,8,1,8,1,0,8,3,6,3,6
Kollankondan,17,0,17,0,17,0,0,17,2,15,2,15
Mettupatti,9,7,9,7,9,7,0,16,6,10,4,12
Tenkarai,93,0,71,24,82,13,1,94,8,87,7,88
Korukkampatti,98,2,100,0,100,0,0,100,4,96,94,6
Sammandapuram,0,2,0,2,0,2,0,2,0,2,0,2
Melapattamkarisalkulam,0,4,0,4,0,4,0,4,0,4,0,4
Naduvappacheri,56,0,51,5,5,51,1,55,17,39,56,0
Nathaikulam,100,5,71,34,6,99,3,102,0,105,104,1
Poombidagai,61,3,43,21,3,61,0,64,3,61,64,0
Theli,122,21,122,21,11,132,38,105,44,98,143,0
Katanur,77,35,88,24,16,96,5,107,9,103,112,0
Sorikulam,11,2,9,4,3,10,4,9,1,12,13,0
Thulukkanedungulam,42,13,41,14,3,52,5,50,4,51,55,0
Athithnanendal,76,29,61,44,1,104,3,102,8,97,105,0
Varisaiyur,154,0,117,37,5,149,64,90,49,104,143,11
Anaikulam,49,3,36,16,1,51,15,37,11,41,52,0
Usilangulam,5,0,0,5,0,5,0,5,0,5,5,0
Pulavaikkarai,85,20,71,34,8,97,1,104,11,94,105,0
Thimmapuram,98,7,103,2,39,66,75,30,70,35,92,13
Andiyendal,5,0,5,0,2,3,4,1,0,5,5,0
Sathiseri,5,0,5,0,0,5,1,4,0,5,5,0
Irunjirai,5,0,5,0,1,4,4,1,0,5,5,0
Velaneri,5,0,5,0,4,1,1,4,0,5,5,0
T.Velankudi,5,0,5,0,0,5,5,0,0,5,5,0
Damodarapuram,5,0,3,2,0,5,0,5,0,5,5,0
Kattanpatti,3,2,4,1,1,4,0,5,0,5,5,0
Illuppaiyur,5,0,4,1,3,2,0,5,0,5,5,0
Velanoorani,7,0,7,0,0,7,0,7,0,7,7,0
Alangulam,5,0,3,2,0,5,1,4,5,0,5,0
Regunathamadai,2,3,5,0,0,5,0,5,0,5,5,0
Panaiyur,5,0,1,4,5,0,0,5,1,4,5,0
Kaladippappankulam,5,0,2,3,1,4,4,1,1,4,5,0
Kuraiyaravasithan,6,0,5,1,1,5,5,1,2,4,6,0
Kamalipuliyankulam,5,0,1,4,2,3,5,0,0,5,5,0
Poomalaipatti,5,0,3,2,2,3,0,5,0,5,5,0
Silampatti,5,0,4,1,0,5,0,5,0,5,5,0
Sethupuram,4,1,5,0,2,3,0,5,0,5,5,0
Pillaiyar natham,5,0,5,0,4,1,0,5,2,3,5,0
T.Karisalkulam,5,0,5,0,3,2,0,5,0,5,5,0
Agathakulam,4,1,2,3,0,5,5,0,0,5,5,0
Keelachembur,5,0,5,0,0,5,5,0,0,5,5,0
Keelapuliyandarkottai,5,0,4,1,0,5,5,0,0,5,5,0
Kadambankulam,5,0,4,1,0,5,0,5,2,3,5,0
Nallukkurichi,5,0,5,0,0,5,5,0,0,5,5,0
Mullikkulam,5,0,5,0,0,5,0,5,0,5,5,0
Minakkulam,5,0,5,0,0,5,0,5,5,0,5,0
Muthaneri,7,0,6,1,2,5,2,5,0,7,7,0
Melaparuttiyur,5,0,4,1,1,4,4,1,1,4,5,0
Pappankulam,5,0,5,0,0,5,5,0,2,3,5,0
Veeracholan,5,0,3,2,1,4,5,0,0,5,5,0
Pulichikulam,5,0,5,0,0,5,5,0,1,4,5,0
Sullankudi,5,0,3,2,0,5,0,5,2,3,5,0
Padanakurichi,5,0,5,0,0,5,5,0,0,5,5,0
V.Karisalkulam,5,0,2,3,0,5,0,5,0,5,5,0
Karungulamnedungulam,4,0,5,0,0,5,5,0,1,4,5,0
Kallattur,11,0,11,0,5,6,6,5,1,10,11,0
Erumaikkulam,2,3,4,1,3,2,2,3,0,5,5,0
Tiruvidanallur,5,0,5,0,2,3,5,0,0,5,5,0
Pillaiyarkulam,10,2,10,2,4,8,5,7,0,12,8,4
Kallumadaipulangulam,5,0,1,4,1,4,5,0,1,4,5,0
Undurnikidakulam,5,0,5,0,2,3,5,0,5,0,4,1
Kandukondanmanickam,5,0,2,3,5,0,5,0,5,0,5,0
Sottamuri,5,0,5,0,5,0,5,0,5,0,5,0
Mayaleri,5,0,5,0,0,5,5,0,0,5,5,0
Attikulam,5,0,5,0,0,5,5,0,5,0,5,0
Kundukkulam,5,0,1,4,0,5,5,0,5,0,5,0
Ottankulam,5,0,5,0,5,0,5,0,5,0,5,0
Veerakudi,5,0,2,3,5,0,5,0,5,0,5,0
Melakumilankulam,5,0,5,0,2,3,5,0,5,0,5,0
Isali,5,0,5,0,5,0,5,0,5,0,5,0
Salai Iluppaikulam,5,0,5,0,4,1,5,0,5,0,5,0
Manoor,5,0,5,0,1,4,5,0,1,4,5,0
Ulakkudi,5,0,5,0,5,0,5,0,5,0,5,0
Panaikkudi,5,0,4,1,1,4,5,0,5,0,5,0
M.Pudukkulam,5,0,5,0,0,5,5,0,5,0,5,0
Naloor,5,0,5,0,5,0,5,0,5,0,5,0
Eluvani,5,0,4,1,0,5,5,0,5,0,5,0
Therkuariyankulam,4,2,5,1,0,6,3,3,0,6,6,0
Vagaikkulam,5,0,4,1,3,2,5,0,0,5,5,0
Kalkurichi,88,18,86,20,24,82,3,103,16,90,106,0
Panjar,33,21,51,3,37,17,18,36,22,32,32,22
Pisindi,82,2,65,19,10,74,0,84,1,83,77,7
Pampatti,35,2,36,1,20,17,2,35,4,33,37,0
Achangulam,26,0,21,5,1,25,2,24,4,22,24,2
Panikkurippu,90,2,75,17,3,89,0,92,9,83,92,0
Vaiyampatti,33,20,21,32,0,53,0,53,4,49,51,3
T.Veppankulam,85,1,51,35,1,85,5,81,9,77,86,0
Manthoppu,46,13,20,39,12,47,2,57,5,54,59,0
Allalaperi,91,12,94,9,39,64,12,91,58,45,103,0
Athikulam,16,4,12,8,1,19,0,20,0,20,20,0
Thoppur,62,2,30,34,1,63,1,63,5,59,64,0
Kaluvancheri,30,3,15,18,0,33,0,33,3,30,33,0
Melapudupatti,7,0,5,2,2,5,0,7,0,7,7,0
Pulavanakkundu,10,2,5,7,6,6,0,12,0,12,12,0
Manaviyendal,2,3,1,4,0,5,0,5,0,5,5,0
Thenoor,13,1,18,2,0,20,0,20,6,14,20,0
Sooranoor,3,2,5,0,0,5,0,5,0,5,5,0
Koovarkulam,4,1,2,3,0,5,0,5,0,5,5,0
Kudumbangulam,3,2,2,3,0,5,0,5,0,5,5,0
D.Kadambankulam,8,0,8,0,4,4,4,4,4,4,8,0
Chatrampuliangulam,5,0,5,0,1,4,0,5,0,5,5,0
Melakanjirangulam,3,2,0,5,1,4,0,5,0,5,5,0
Perunjalipudupatti,5,0,4,1,0,5,0,5,0,5,5,0
Chokkampatti,5,3,8,0,0,8,0,8,0,8,8,0
Kilakanjirangulam,5,1,3,3,0,6,0,6,1,5,6,0
Allikkulam,5,0,0,5,0,5,2,3,0,5,5,0
Kundukulam,4,1,5,0,0,5,0,5,2,3,5,0
Chinna Alangulam,5,0,5,0,0,5,0,5,1,4,5,0
Mudukkangulam,7,5,10,2,0,12,1,11,5,7,12,0
Karungulam Nedungulam,5,0,5,0,0,5,0,5,5,0,5,0
Manankathan,10,1,6,7,0,13,5,8,0,13,13,0
Kanakkanendal,5,0,5,0,0,5,0,5,2,3,5,0
Johilpatti,5,0,5,0,0,5,0,5,0,5,5,0
Kovilankulam,4,1,3,2,0,5,0,5,2,3,5,0
Periaalangulam,3,3,1,5,1,5,0,6,0,6,6,0
Neivilakkunedungulam,5,0,2,3,0,5,1,4,0,5,5,0
Iluppaikulam,5,0,1,4,0,5,0,5,0,5,5,0
Kattukkuthagai Karisalkulam,21,0,18,3,0,21,0,21,1,20,18,3
Vellakulam,5,0,2,3,0,5,1,4,1,4,5,0
Thottiankulam,3,2,2,3,1,4,0,5,1,4,5,0
Kariyanendal,7,0,7,0,1,6,0,7,5,2,7,0
Vadakkupuliampatti,5,0,5,0,2,3,0,5,4,1,5,0
Chandrankulam,6,0,6,0,0,6,0,6,0,6,6,0
Chittumoonradaippu,6,0,6,0,0,6,0,6,1,5,6,0
Thonugal,6,0,5,1,0,6,0,6,0,6,6,0
Allikkulam,5,0,5,0,0,5,0,5,3,2,5,0
Pandanendal,3,2,5,0,2,3,0,5,0,5,5,0
Melakallankulam,4,0,4,0,0,4,2,2,2,2,5,0
Kurandi,13,0,13,0,0,13,0,13,2,11,13,0
Aviyoor,4,0,4,0,0,4,1,3,0,4,5,2
Mangulam,7,0,5,2,0,7,0,7,1,6,8,0
Mallanginar,9,0,6,3,4,5,1,8,7,2,9,0
Valukkalotti,5,0,4,1,0,5,0,5,0,5,5,0
Nandikundu,5,0,5,0,0,5,0,5,0,5,5,0
Alagianallur,9,0,7,2,4,5,0,9,6,3,7,2
Arasakulam,104,2,103,3,0,106,11,95,101,5,107,0
Mustakurichi,5,0,5,0,0,5,0,5,1,4,5,0
Varalotti,7,1,2,6,3,5,0,8,3,5,6,2
Ayan Reddiapatti,5,0,5,0,0,5,1,4,0,5,5,0
Pappanam,5,0,5,0,3,2,4,1,5,0,5,0
Thamaraikulam,5,0,5,0,1,4,5,0,5,0,5,0
Maraikulam,7,0,7,1,1,7,0,8,7,1,8,0
Chokkanendal,6,0,6,0,1,5,5,1,6,0,6,0
Amaiperukki,5,0,5,0,0,5,5,0,5,0,5,0
Kambikudi,13,0,13,1,1,13,1,13,5,9,14,0
S.Kallupatti,8,0,9,0,1,8,0,9,6,3,9,0
Kambali,5,0,5,0,0,5,5,0,5,0,5,0
Karaikulam,5,0,5,0,1,4,5,0,5,0,5,0
Chithanendal,5,0,5,0,1,4,3,2,5,0,5,0
V.Nangoor,5,0,5,0,3,2,5,0,5,0,5,0
Keelidayankulam,10,0,7,3,0,10,5,5,7,3,10,0
Thulukkangulam,5,0,5,0,0,5,1,4,5,0,5,0
Isalimadai,6,0,6,0,1,5,6,0,6,0,6,0
Kurianjakkulam,5,0,5,0,1,4,0,5,5,0,5,0
Kovilangulam,83,24,81,27,2,106,9,99,11,97,106,2
Kanjanaiyakkenpatti,108,50,109,48,21,137,6,152,19,139,157,1
Pandalkudi,137,0,91,46,6,132,1,137,51,86,138,0
Chettikurichi,87,21,85,23,9,98,3,105,16,92,107,1
Palavanatham,109,0,94,15,23,86,10,99,14,95,109,0
Thiruvirunthalpuram,93,13,95,11,30,75,2,104,0,106,106,0
Kullursandai (CT),100,1,84,17,0,101,21,80,4,97,101,0
Palayampatti (CT),3,1,1,3,0,4,0,4,0,4,4,0
Kotthiparai,146,0,137,9,0,146,4,142,100,45,145,1
Podampatti,10,1,7,4,0,11,0,11,1,10,11,0
Amanakkunatham,108,12,106,14,104,16,15,105,113,7,120,0
Sukkilanatham,6,0,6,0,0,6,2,4,0,6,6,0
T.Meenakshipuram,3,1,2,2,0,4,0,4,0,4,4,0
Kattangudi,9,1,8,2,0,10,0,10,3,7,10,0
Periyapuliampatti West,139,6,96,49,1,144,1,144,141,4,145,0
Villipathiri,9,0,5,4,0,9,0,9,1,8,9,0
Gopalapuram,129,11,134,6,0,140,17,116,34,96,140,0
Soolakkarai (CT),6,0,3,3,0,6,0,6,0,6,6,0
Kurundamadam,12,19,28,3,20,11,10,21,22,9,31,0
Ramapuram,3,0,1,2,0,3,2,1,0,3,3,0
Aruppukottai,11,0,11,0,1,10,4,7,4,7,11,0
Ambelatheve natham,4,0,4,0,0,4,0,4,0,4,4,0
Valavanda puram,2,0,0,2,0,2,1,1,0,2,2,0
Velayudhapuram,5,0,2,3,0,5,0,5,0,5,5,0
T.Koppuchithampatti,62,41,95,8,0,103,0,103,23,71,101,2
Athipatti (CT),70,31,80,21,0,100,0,101,74,27,40,61
Vaduvarpatti,6,0,5,1,0,6,0,6,0,6,6,0
Thummakundu,10,7,11,6,0,17,2,15,2,14,17,0
Poyyankulam,3,0,3,0,0,3,2,1,1,2,3,0
Mettuthottiyangulam,2,0,0,2,0,2,1,1,2,0,2,0
Vadakkukoppuchithampatti,5,0,3,2,0,5,0,5,4,1,5,0
P.Andipatti,4,1,3,2,0,5,0,5,1,4,5,0
Chettipatti,10,0,6,4,0,10,0,10,0,10,10,0
Puliyuran,3,0,3,0,0,3,0,3,3,0,3,0
Kurunjakulam,3,0,0,3,0,3,1,2,2,1,3,0
Sembatti,4,0,4,0,0,4,1,3,0,4,4,0
Narasinganur,100,0,15,85,85,15,77,23,61,39,99,1
Nagar,99,0,6,94,68,32,75,25,64,36,100,0
Senjipudur,99,0,10,90,88,12,77,23,52,48,100,0
Echchanguppam,94,0,20,80,93,7,71,29,57,43,99,0
Kuchchippalaiyam (Vada),20,0,4,16,18,2,13,7,17,3,20,0
Panappakkam,1,0,1,0,1,0,0,1,0,1,0,1
Toravi,1,0,1,0,1,0,0,1,0,1,1,0
Chinnatachachur,26,0,2,24,10,16,21,5,21,5,26,0
Nandivadi,38,0,6,31,20,18,34,4,32,6,38,0
Sattanur,38,0,0,38,13,25,31,7,28,10,38,0
Melkondai,24,0,6,18,10,14,15,9,22,2,24,0
Pagandai,39,0,4,35,17,22,30,9,33,6,39,0
Kayattur,99,0,28,72,98,2,40,60,34,66,50,50
Kuttampundi,100,0,20,80,96,4,49,51,36,64,52,48
Uppuvelur,97,2,40,60,14,86,0,99,99,1,91,8
Kenippattu,60,0,59,1,29,31,0,60,58,2,23,37
Talaiganikuppam,99,1,100,0,85,15,0,100,96,4,1,99
Siruvai,95,5,100,0,72,28,1,99,95,5,0,100
Kadagampattu,99,1,100,0,84,16,0,100,92,8,0,100
Karasanur,99,1,99,1,86,14,0,100,78,22,0,100
Tiruvaikkarai,100,0,100,0,88,12,0,100,78,22,0,100
Nemili (V),101,0,100,1,98,3,0,101,93,8,0,101
Eraiyur,100,0,100,0,99,1,0,100,90,10,0,100
Akasampattu,100,0,100,0,40,60,0,100,85,15,0,100
Iveli,100,0,97,3,98,2,0,100,95,5,0,100
Kunnam,98,2,99,1,68,32,0,100,81,19,0,100
Pombur,99,1,98,2,73,27,0,100,83,17,0,100
Kiliyanur West,3,0,3,0,3,0,0,3,3,0,0,3
Kaluperumbakkam,4,0,4,0,4,0,0,4,4,0,0,4
Kiliyanur,4,0,4,0,4,0,0,4,4,0,0,4
Kilkoothapakkam,3,0,3,0,3,0,0,3,3,0,0,3
Aruvapakkam,4,0,4,0,3,1,0,4,3,1,0,4
Kodippakkam (Ten),5,0,5,0,4,1,0,5,5,0,0,5
Agaram (Then),3,0,3,0,2,1,0,3,3,0,0,3
Vilvanatham,5,0,5,0,5,0,0,5,5,0,0,5
Terkunam,1,0,1,0,1,0,0,1,1,0,0,1
